GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1903706	Regulation of hemopoiesis	0.0239024071979054	0.0239024071979054	+1	ENSG00000072694,ENSG00000100813,ENSG00000105810,ENSG00000108342,ENSG00000117222,ENSG00000118513,ENSG00000121807,ENSG00000141736,ENSG00000161405,ENSG00000163823,ENSG00000196126,ENSG00000204287,ENSG00000204305,ENSG00000204388,ENSG00000204389,ENSG00000232810,ENSG00000234745,ENSG00000242252
GO:0034341	Response to interferon-gamma	0.0240842286716125	0.0240842286716125	+1	ENSG00000159840,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000198502,ENSG00000204287,ENSG00000204472,ENSG00000204525,ENSG00000204616,ENSG00000234127,ENSG00000234745,ENSG00000237541
GO:0006909	Phagocytosis	0.0282340921371645	0.0282340921371645	+1	ENSG00000072694,ENSG00000075785,ENSG00000092067,ENSG00000110934,ENSG00000121807,ENSG00000143669,ENSG00000163466,ENSG00000166278,ENSG00000171631,ENSG00000172232,ENSG00000196415,ENSG00000197561,ENSG00000203747,ENSG00000204472,ENSG00000224389,ENSG00000232810,ENSG00000244731
GO:0071222	Cellular response to lipopolysaccharide	0.0294696058653322	0.0294696058653322	+1	ENSG00000092067,ENSG00000108342,ENSG00000126368,ENSG00000160791,ENSG00000164816,ENSG00000164821,ENSG00000164822,ENSG00000204498,ENSG00000206047,ENSG00000232810,ENSG00000239839,ENSG00000240247
GO:0006935	Chemotaxis	0.0308319294695344	0.0308319294695344	+1	ENSG00000110934,ENSG00000121807,ENSG00000141736,ENSG00000141738,ENSG00000143669,ENSG00000146904,ENSG00000160791,ENSG00000163464,ENSG00000163823,ENSG00000164825,ENSG00000172215,ENSG00000172232,ENSG00000173578,ENSG00000173585,ENSG00000180871,ENSG00000183625,ENSG00000184144,ENSG00000197561,ENSG00000204305,ENSG00000204472,ENSG00000206047,ENSG00000213654,ENSG00000240247
GO:0042330	Taxis	0.0331662021861726	0.0331662021861726	+1	ENSG00000110934,ENSG00000121807,ENSG00000141736,ENSG00000141738,ENSG00000143669,ENSG00000146904,ENSG00000160791,ENSG00000163464,ENSG00000163823,ENSG00000164825,ENSG00000172215,ENSG00000172232,ENSG00000173578,ENSG00000173585,ENSG00000180871,ENSG00000183625,ENSG00000184144,ENSG00000197561,ENSG00000204305,ENSG00000204472,ENSG00000206047,ENSG00000213654,ENSG00000240247
GO:0002521	Leukocyte differentiation	0.0338235114630238	0.0338235114630238	+1	ENSG00000072694,ENSG00000092067,ENSG00000100813,ENSG00000105810,ENSG00000108342,ENSG00000118513,ENSG00000121807,ENSG00000141736,ENSG00000154822,ENSG00000161405,ENSG00000163823,ENSG00000173585,ENSG00000179344,ENSG00000196126,ENSG00000196415,ENSG00000204287,ENSG00000204305,ENSG00000232810,ENSG00000234745,ENSG00000242252,ENSG00000245848
GO:0050776	Regulation of immune response	0.0340451836159017	0.0340451836159017	+1	ENSG00000072694,ENSG00000099341,ENSG00000108344,ENSG00000118513,ENSG00000121807,ENSG00000154822,ENSG00000162747,ENSG00000163466,ENSG00000166278,ENSG00000179344,ENSG00000179921,ENSG00000196126,ENSG00000196735,ENSG00000197561,ENSG00000197766,ENSG00000198502,ENSG00000203747,ENSG00000204287,ENSG00000204290,ENSG00000204305,ENSG00000204463,ENSG00000204475,ENSG00000204516,ENSG00000204525,ENSG00000204544,ENSG00000224389,ENSG00000226979,ENSG00000232810,ENSG00000234745,ENSG00000237541,ENSG00000243649,ENSG00000244255,ENSG00000244731
GO:0030099	Myeloid cell differentiation	0.0348186597213196	0.0348186597213196	+1	ENSG00000092067,ENSG00000100813,ENSG00000105810,ENSG00000108342,ENSG00000111252,ENSG00000117222,ENSG00000126351,ENSG00000163823,ENSG00000171777,ENSG00000196126,ENSG00000196415,ENSG00000204388,ENSG00000204389,ENSG00000204420,ENSG00000204613,ENSG00000232810,ENSG00000242252,ENSG00000245848
GO:0019722	Calcium-mediated signaling	0.0358803952673099	0.0358803952673099	+1	ENSG00000121807,ENSG00000160791,ENSG00000163464,ENSG00000163823,ENSG00000164825,ENSG00000172215,ENSG00000172232,ENSG00000173578,ENSG00000173585,ENSG00000180871,ENSG00000183625,ENSG00000232810
GO:0071216	Cellular response to biotic stimulus	0.0360275274902316	0.0360275274902316	+1	ENSG00000072694,ENSG00000092067,ENSG00000108342,ENSG00000126368,ENSG00000160791,ENSG00000164816,ENSG00000164821,ENSG00000164822,ENSG00000204498,ENSG00000206047,ENSG00000232810,ENSG00000239839,ENSG00000240247
GO:0001909	Leukocyte mediated cytotoxicity	0.0366570973668089	0.0366570973668089	+1	ENSG00000072694,ENSG00000143669,ENSG00000172232,ENSG00000196126,ENSG00000197561,ENSG00000204287,ENSG00000204305,ENSG00000204475,ENSG00000234745
GO:0006887	Exocytosis	0.0378164024257323	0.0378164024257323	+1	ENSG00000005381,ENSG00000072694,ENSG00000075785,ENSG00000108344,ENSG00000110934,ENSG00000121053,ENSG00000121807,ENSG00000140575,ENSG00000162747,ENSG00000163464,ENSG00000163472,ENSG00000163823,ENSG00000164821,ENSG00000172057,ENSG00000172232,ENSG00000180871,ENSG00000196415,ENSG00000197561,ENSG00000197766,ENSG00000204386,ENSG00000204388,ENSG00000204389,ENSG00000204424,ENSG00000204435,ENSG00000204525,ENSG00000206047,ENSG00000234745,ENSG00000240247
GO:0048519	Negative regulation of biological process	0.0406442148215457	0.0406442148215457	+1	ENSG00000005381,ENSG00000066027,ENSG00000072694,ENSG00000075785,ENSG00000089639,ENSG00000095739,ENSG00000095787,ENSG00000099341,ENSG00000100813,ENSG00000105810,ENSG00000107929,ENSG00000107937,ENSG00000108342,ENSG00000108344,ENSG00000108443,ENSG00000111252,ENSG00000112773,ENSG00000117691,ENSG00000118513,ENSG00000121053,ENSG00000121807,ENSG00000126351,ENSG00000126368,ENSG00000127838,ENSG00000133059,ENSG00000139610,ENSG00000140575,ENSG00000140577,ENSG00000141378,ENSG00000141736,ENSG00000141738,ENSG00000141741,ENSG00000146904,ENSG00000154822,ENSG00000155966,ENSG00000160791,ENSG00000163545,ENSG00000163629,ENSG00000163818,ENSG00000163823,ENSG00000167491,ENSG00000167641,ENSG00000167642,ENSG00000168243,ENSG00000171631,ENSG00000172057,ENSG00000172232,ENSG00000173578,ENSG00000179921,ENSG00000180871,ENSG00000184144,ENSG00000186010,ENSG00000186075,ENSG00000188766,ENSG00000196126,ENSG00000196218,ENSG00000196415,ENSG00000197561,ENSG00000198369,ENSG00000198563,ENSG00000198952,ENSG00000203747,ENSG00000204290,ENSG00000204301,ENSG00000204305,ENSG00000204308,ENSG00000204314,ENSG00000204348,ENSG00000204351,ENSG00000204356,ENSG00000204366,ENSG00000204371,ENSG00000204388,ENSG00000204389,ENSG00000204392,ENSG00000204420,ENSG00000204435,ENSG00000204444,ENSG00000204463,ENSG00000204472,ENSG00000204482,ENSG00000204498,ENSG00000204516,ENSG00000204531,ENSG00000204544,ENSG00000204569,ENSG00000204580,ENSG00000204599,ENSG00000204610,ENSG00000204613,ENSG00000204614,ENSG00000204616,ENSG00000204842,ENSG00000213246,ENSG00000213676,ENSG00000213722,ENSG00000224389,ENSG00000226979,ENSG00000232810,ENSG00000234127,ENSG00000234745,ENSG00000244731,ENSG00000245848,ENSG00000250067,ENSG00000255552,ENSG00000267748
GO:0019730	Antimicrobial humoral response	0.0413385801410401	0.0413385801410401	+1	ENSG00000164816,ENSG00000164821,ENSG00000164822,ENSG00000164825,ENSG00000172232,ENSG00000196415,ENSG00000197561,ENSG00000206047,ENSG00000239839,ENSG00000240247
GO:0002407	Dendritic cell chemotaxis	0.042272483721893	0.042272483721893	+1	ENSG00000121807,ENSG00000160791,ENSG00000163464,ENSG00000163823,ENSG00000180871
